PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32206414","Blood flow rate estimation in optic disc capillaries and vessels using Doppler optical coherence tomography with 3D fast phase unwrapping","Pijewska E, Sylwestrzak M, Gorczynska I, Tamborski S, Pawlak MA, Szkulmowski M.","Biomed Opt Express. 2020 Feb 12;11(3):1336-1353. doi: 10.1364/BOE.382155. eCollection 2020 Mar 1.","Pijewska E","Biomed Opt Express","2020","2020/03/25","PMC7075620","","10.1364/BOE.382155"
"32153141","Retinal microvascular attenuation in mental cognitive impairment and Alzheimer's disease by optical coherence tomography angiography","Wu J, Zhang X, Azhati G, Li T, Xu G, Liu F.","Acta Ophthalmol. 2020 Sep;98(6):e781-e787. doi: 10.1111/aos.14381. Epub 2020 Mar 9.","Wu J","Acta Ophthalmol","2020","2020/03/11","","","10.1111/aos.14381"
"32043162","Identification of early pericyte loss and vascular amyloidosis in Alzheimer's disease retina","Shi H, Koronyo Y, Rentsendorj A, Regis GC, Sheyn J, Fuchs DT, Kramerov AA, Ljubimov AV, Dumitrascu OM, Rodriguez AR, Barron E, Hinton DR, Black KL, Miller CA, Mirzaei N, Koronyo-Hamaoui M.","Acta Neuropathol. 2020 May;139(5):813-836. doi: 10.1007/s00401-020-02134-w. Epub 2020 Feb 10.","Shi H","Acta Neuropathol","2020","2020/02/12","PMC7181564","","10.1007/s00401-020-02134-w"
"32042855","Retinal analysis of a mouse model of Alzheimer's disease with multicontrast optical coherence tomography","Harper DJ, Augustin M, Lichtenegger A, Gesperger J, Himmel T, Muck M, Merkle CW, Eugui P, Kummer S, Woehrer A, Glösmann M, Baumann B.","Neurophotonics. 2020 Jan;7(1):015006. doi: 10.1117/1.NPh.7.1.015006. Epub 2020 Feb 4.","Harper DJ","Neurophotonics","2020","2020/02/12","PMC6999077","","10.1117/1.NPh.7.1.015006"
"32005868","Evaluation of macular thickness and volume tested by optical coherence tomography as biomarkers for Alzheimer's disease in a memory clinic","Sánchez D, Castilla-Marti M, Marquié M, Valero S, Moreno-Grau S, Rodríguez-Gómez O, Piferrer A, Martínez G, Martínez J, Rojas I, Hernández I, Abdelnour C, Rosende-Roca M, Vargas L, Mauleón A, Gil S, Alegret M, Ortega G, Espinosa A, Pérez-Cordón A, Sanabria Á, Roberto N, Ciudin A, Simó R, Hernández C, Tárraga L, Boada M, Ruiz A.","Sci Rep. 2020 Jan 31;10(1):1580. doi: 10.1038/s41598-020-58399-4.","Sánchez D","Sci Rep","2020","2020/02/02","PMC6994670","","10.1038/s41598-020-58399-4"
"31914228","Retinal imaging think tank convened by the Alzheimer's Association to examine its promise in the early detection of Alzheimer's","Snyder PJ, Snyder HM, Bain LJ.","Alzheimers Dement. 2020 Jan;16(1):244. doi: 10.1002/alz.12034.","Snyder PJ","Alzheimers Dement","2020","2020/01/09","","","10.1002/alz.12034"
"31914225","Developing retinal biomarkers for the earliest stages of Alzheimer's disease: What we know, what we don't, and how to move forward","Alber J, Goldfarb D, Thompson LI, Arthur E, Hernandez K, Cheng D, DeBuc DC, Cordeiro F, Provetti-Cunha L, den Haan J, Van Stavern GP, Salloway SP, Sinoff S, Snyder PJ.","Alzheimers Dement. 2020 Jan;16(1):229-243. doi: 10.1002/alz.12006.","Alber J","Alzheimers Dement","2020","2020/01/09","","","10.1002/alz.12006"
"31909175","Age-related retinal thickness in Down's syndrome: A high-risk population for dementia","Walpert MJ, Normando EM, Annus T, Jennings SR, Wilson LR, Watson P, Zaman SH, Cordeiro MF, Holland AJ.","Alzheimers Dement (Amst). 2019 Nov 5;11:744-751. doi: 10.1016/j.dadm.2019.08.007. eCollection 2019 Dec.","Walpert MJ","Alzheimers Dement (Amst)","2019","2020/01/08","PMC6939044","","10.1016/j.dadm.2019.08.007"
"31864471","Retinal Imaging in Alzheimer's Disease: In Search of the Holy Grail","Fawzi AA, Weintraub S, Fawzi W.","Ophthalmology. 2020 Jan;127(1):119-121. doi: 10.1016/j.ophtha.2019.07.025.","Fawzi AA","Ophthalmology","2020","2019/12/23","","","10.1016/j.ophtha.2019.07.025"
"31895523","Ocular Exploration in the Diagnosis and Follow-Up of the Alzheimer’s Dementia","Salobrar-Garcia E, de Hoz R, Ramírez AI, Salazar JJ, Rojas P, López-Cuenca I, Fernández-Albarral J, Ramírez JM.","In: Wisniewski T, editor. Alzheimer’s Disease [Internet]. Brisbane (AU): Codon Publications; 2019 Dec 20. Chapter 10.","Salobrar-Garcia E","Alzheimer’s Disease","2019","2019/12/20","","","10.15586/alzheimersdisease.2019.ch10"
"31833024","Reflections on the Utility of the Retina as a Biomarker for Alzheimer's Disease: A Literature Review","Ngolab J, Honma P, Rissman RA.","Neurol Ther. 2019 Dec;8(Suppl 2):57-72. doi: 10.1007/s40120-019-00173-4. Epub 2019 Dec 12.","Ngolab J","Neurol Ther","2019","2019/12/14","PMC6908534","","10.1007/s40120-019-00173-4"
"31832125","Retinal correlates of neurological disorders","Yap TE, Balendra SI, Almonte MT, Cordeiro MF.","Ther Adv Chronic Dis. 2019 Dec 2;10:2040622319882205. doi: 10.1177/2040622319882205. eCollection 2019.","Yap TE","Ther Adv Chronic Dis","2019","2019/12/14","PMC6887800","","10.1177/2040622319882205"
"31781880","Salvage of the retinal ganglion cells in transition phase in Alzheimer's disease with topical coenzyme Q10: is it possible?","Karakahya RH, Özcan TŞ.","Graefes Arch Clin Exp Ophthalmol. 2020 Feb;258(2):411-418. doi: 10.1007/s00417-019-04544-3. Epub 2019 Nov 28.","Karakahya RH","Graefes Arch Clin Exp Ophthalmol","2020","2019/11/30","","","10.1007/s00417-019-04544-3"
"31765713","Retinal nerve fiber layer thickness is associated with hippocampus and lingual gyrus volumes in nondemented older adults","Shi Z, Cao X, Hu J, Jiang L, Mei X, Zheng H, Chen Y, Wang M, Cao J, Li W, Li T, Li C, Shen Y.","Prog Neuropsychopharmacol Biol Psychiatry. 2020 Apr 20;99:109824. doi: 10.1016/j.pnpbp.2019.109824. Epub 2019 Nov 23.","Shi Z","Prog Neuropsychopharmacol Biol Psychiatry","2020","2019/11/26","","","10.1016/j.pnpbp.2019.109824"
"31755970","Correlation of OCTA and Volumetric MRI in Mild Cognitive Impairment and Alzheimer's Disease","Yoon SP, Thompson AC, Polascik BW, Calixte C, Burke JR, Petrella JR, Grewal DS, Fekrat S.","Ophthalmic Surg Lasers Imaging Retina. 2019 Nov 1;50(11):709-718. doi: 10.3928/23258160-20191031-06.","Yoon SP","Ophthalmic Surg Lasers Imaging Retina","2019","2019/11/23","","","10.3928/23258160-20191031-06"
"31737776","The retinal choroid as an oculovascular biomarker for Alzheimer's dementia: A histopathological study in severe disease","Asanad S, Ross-Cisneros FN, Barron E, Nassisi M, Sultan W, Karanjia R, Sadun AA.","Alzheimers Dement (Amst). 2019 Nov 9;11:775-783. doi: 10.1016/j.dadm.2019.08.005. eCollection 2019 Dec.","Asanad S","Alzheimers Dement (Amst)","2019","2019/11/19","PMC6849152","","10.1016/j.dadm.2019.08.005"
"31722748","Retinal thinning of inner sub-layers is associated with cortical atrophy in a mouse model of Alzheimer's disease: a longitudinal multimodal in vivo study","Chiquita S, Campos EJ, Castelhano J, Ribeiro M, Sereno J, Moreira PI, Castelo-Branco M, Ambrósio AF.","Alzheimers Res Ther. 2019 Nov 13;11(1):90. doi: 10.1186/s13195-019-0542-8.","Chiquita S","Alzheimers Res Ther","2019","2019/11/15","PMC6854691","","10.1186/s13195-019-0542-8"
"31700096","Author Correction: Usefulness of peripapillary nerve fiber layer thickness assessed by optical coherence tomography as a biomarker for Alzheimer's disease","Sánchez D, Castilla-Marti M, Rodríguez-Gómez O, Valero S, Piferrer A, Martínez G, Martínez J, Serra J, Moreno-Grau S, Hernández-Olasagarre B, De Rojas I, Hernández I, Abdelnour C, Rosende-Roca M, Vargas L, Mauleón A, Santos-Santos MA, Alegret M, Ortega G, Espinosa A, Pérez-Cordón A, Sanabria Á, Ciudin A, Simó R, Hernández C, Villoslada P, Ruiz A, Tàrraga L, Boada M.","Sci Rep. 2019 Nov 8;9(1):16713. doi: 10.1038/s41598-019-53339-3.","Sánchez D","Sci Rep","2019","2019/11/09","PMC6838075","","10.1038/s41598-019-53339-3"
"31689310","Decreased retinal thickness in patients with Alzheimer's disease is correlated with disease severity","Kim JI, Kang BH.","PLoS One. 2019 Nov 5;14(11):e0224180. doi: 10.1371/journal.pone.0224180. eCollection 2019.","Kim JI","PLoS One","2019","2019/11/06","PMC6830808","","10.1371/journal.pone.0224180"
"31667327","Correlation between cognitive impairment and retinal neural loss assessed by swept-source optical coherence tomography in patients with mild cognitive impairment","Almeida ALM, Pires LA, Figueiredo EA, Costa-Cunha LVF, Zacharias LC, Preti RC, Monteiro MLR, Cunha LP.","Alzheimers Dement (Amst). 2019 Sep 25;11:659-669. doi: 10.1016/j.dadm.2019.08.006. eCollection 2019 Dec.","Almeida ALM","Alzheimers Dement (Amst)","2019","2019/11/01","PMC6811896","","10.1016/j.dadm.2019.08.006"
"31650013","Ganglion cell layer thinning in prodromal Alzheimer's disease defined by amyloid PET","López-de-Eguileta A, Lage C, López-García S, Pozueta A, García-Martínez M, Kazimierczak M, Bravo M, de Arcocha-Torres M, Banzo I, Jimenez-Bonilla J, Cerveró A, Rodríguez-Rodríguez E, Sánchez-Juan P, Casado A.","Alzheimers Dement (N Y). 2019 Oct 9;5:570-578. doi: 10.1016/j.trci.2019.08.008. eCollection 2019.","López-de-Eguileta A","Alzheimers Dement (N Y)","2019","2019/10/26","PMC6804512","","10.1016/j.trci.2019.08.008"
"31592131","A longitudinal assessment of retinal function and structure in the APP/PS1 transgenic mouse model of Alzheimer's disease","Georgevsky D, Retsas S, Raoufi N, Shimoni O, Golzan SM.","Transl Neurodegener. 2019 Oct 1;8:30. doi: 10.1186/s40035-019-0170-z. eCollection 2019.","Georgevsky D","Transl Neurodegener","2019","2019/10/09","PMC6774218","","10.1186/s40035-019-0170-z"
"31588371","Validation of Optical Coherence Tomography Retinal Segmentation in Neurodegenerative Disease","Wong BM, Cheng RW, Mandelcorn ED, Margolin E, El-Defrawy S, Yan P, Santiago AT, Leontieva E, Lou W; ONDRI Investigators, Hatch W, Hudson C.","Transl Vis Sci Technol. 2019 Sep 11;8(5):6. doi: 10.1167/tvst.8.5.6. eCollection 2019 Sep.","Wong BM","Transl Vis Sci Technol","2019","2019/10/08","PMC6753973","","10.1167/tvst.8.5.6"
"31563827","Is ""normal tension glaucoma"" glaucoma?","Fan N, Tan J, Liu X.","Med Hypotheses. 2019 Dec;133:109405. doi: 10.1016/j.mehy.2019.109405. Epub 2019 Sep 24.","Fan N","Med Hypotheses","2019","2019/09/30","","","10.1016/j.mehy.2019.109405"
"31530809","Non-invasive in vivo hyperspectral imaging of the retina for potential biomarker use in Alzheimer's disease","Hadoux X, Hui F, Lim JKH, Masters CL, Pébay A, Chevalier S, Ha J, Loi S, Fowler CJ, Rowe C, Villemagne VL, Taylor EN, Fluke C, Soucy JP, Lesage F, Sylvestre JP, Rosa-Neto P, Mathotaarachchi S, Gauthier S, Nasreddine ZS, Arbour JD, Rhéaume MA, Beaulieu S, Dirani M, Nguyen CTO, Bui BV, Williamson R, Crowston JG, van Wijngaarden P.","Nat Commun. 2019 Sep 17;10(1):4227. doi: 10.1038/s41467-019-12242-1.","Hadoux X","Nat Commun","2019","2019/09/19","PMC6748929","","10.1038/s41467-019-12242-1"
"31506524","Spatial analysis of thickness changes in ten retinal layers of Alzheimer's disease patients based on optical coherence tomography","Jáñez-Escalada L, Jáñez-García L, Salobrar-García E, Santos-Mayo A, de Hoz R, Yubero R, Gil P, Ramírez JM.","Sci Rep. 2019 Sep 10;9(1):13000. doi: 10.1038/s41598-019-49353-0.","Jáñez-Escalada L","Sci Rep","2019","2019/09/12","PMC6737098","","10.1038/s41598-019-49353-0"
"31474933","Small Vessels Are a Big Problem in Neurodegeneration and Neuroprotection","Erdener ŞE, Dalkara T.","Front Neurol. 2019 Aug 16;10:889. doi: 10.3389/fneur.2019.00889. eCollection 2019.","Erdener ŞE","Front Neurol","2019","2019/09/03","PMC6707104","","10.3389/fneur.2019.00889"
"31453919","Neurocognitive Assessment and Retinal Thickness Alterations in Alzheimer Disease: Is There a Correlation?","Cipollini V, Abdolrahimzadeh S, Troili F, De Carolis A, Calafiore S, Scuderi L, Giubilei F, Scuderi G.","J Neuroophthalmol. 2020 Sep;40(3):370-377. doi: 10.1097/WNO.0000000000000831.","Cipollini V","J Neuroophthalmol","2020","2019/08/28","","","10.1097/WNO.0000000000000831"
"31452991","Pilot study of transcranial photobiomodulation of lymphatic clearance of beta-amyloid from the mouse brain: breakthrough strategies for non-pharmacologic therapy of Alzheimer's disease","Zinchenko E, Navolokin N, Shirokov A, Khlebtsov B, Dubrovsky A, Saranceva E, Abdurashitov A, Khorovodov A, Terskov A, Mamedova A, Klimova M, Agranovich I, Martinov D, Tuchin V, Semyachkina-Glushkovskaya O, Kurts J.","Biomed Opt Express. 2019 Jul 15;10(8):4003-4017. doi: 10.1364/BOE.10.004003. eCollection 2019 Aug 1.","Zinchenko E","Biomed Opt Express","2019","2019/08/28","PMC6701516","","10.1364/BOE.10.004003"
"31415594","Changes in visual function and retinal structure in the progression of Alzheimer's disease","Salobrar-García E, de Hoz R, Ramírez AI, López-Cuenca I, Rojas P, Vazirani R, Amarante C, Yubero R, Gil P, Pinazo-Durán MD, Salazar JJ, Ramírez JM.","PLoS One. 2019 Aug 15;14(8):e0220535. doi: 10.1371/journal.pone.0220535. eCollection 2019.","Salobrar-García E","PLoS One","2019","2019/08/16","PMC6695171","","10.1371/journal.pone.0220535"
"31412112","Characterization of Inner Retinal Hyperreflective Alterations in Early Cognitive Impairment on Adaptive Optics Scanning Laser Ophthalmoscopy","Zhang YS, Onishi AC, Zhou N, Song J, Samra S, Weintraub S, Fawzi AA.","Invest Ophthalmol Vis Sci. 2019 Aug 1;60(10):3527-3536. doi: 10.1167/iovs.19-27135.","Zhang YS","Invest Ophthalmol Vis Sci","2019","2019/08/15","PMC6694736","","10.1167/iovs.19-27135"
"31408108","Comparison of Retinal Microvasculature in Patients With Alzheimer's Disease and Primary Open-Angle Glaucoma by Optical Coherence Tomography Angiography","Zabel P, Kaluzny JJ, Wilkosc-Debczynska M, Gebska-Toloczko M, Suwala K, Zabel K, Zaron A, Kucharski R, Araszkiewicz A.","Invest Ophthalmol Vis Sci. 2019 Aug 1;60(10):3447-3455. doi: 10.1167/iovs.19-27028.","Zabel P","Invest Ophthalmol Vis Sci","2019","2019/08/14","","","10.1167/iovs.19-27028"
"31323964","Identification of Retinal Biomarkers in Alzheimer's Disease Using Optical Coherence Tomography: Recent Insights, Challenges, and Opportunities","Cabrera DeBuc D, Gaca-Wysocka M, Grzybowski A, Kanclerz P.","J Clin Med. 2019 Jul 9;8(7):996. doi: 10.3390/jcm8070996.","Cabrera DeBuc D","J Clin Med","2019","2019/07/21","PMC6678943","","10.3390/jcm8070996"
"31319885","Retinal thickness as potential biomarker in posterior cortical atrophy and typical Alzheimer's disease","den Haan J, Csinscik L, Parker T, Paterson RW, Slattery CF, Foulkes A, Bouwman FH, Verbraak FD, Scheltens P, Peto T, Lengyel I, Schott JM, Crutch SJ, Shakespeare TJ, Yong KXX.","Alzheimers Res Ther. 2019 Jul 18;11(1):62. doi: 10.1186/s13195-019-0516-x.","den Haan J","Alzheimers Res Ther","2019","2019/07/20","PMC6639972","","10.1186/s13195-019-0516-x"
"31282416","Interplay Between Macular Retinal Changes and White Matter Integrity in Early Alzheimer's Disease","Alves C, Jorge L, Canário N, Santiago B, Santana I, Castelhano J, Ambrósio AF, Bernardes R, Castelo-Branco M.","J Alzheimers Dis. 2019;70(3):723-732. doi: 10.3233/JAD-190152.","Alves C","J Alzheimers Dis","2019","2019/07/09","PMC6700635","","10.3233/JAD-190152"
"31249859","Retinal thickness as a potential biomarker in patients with amyloid-proven early- and late-onset Alzheimer's disease","den Haan J, van de Kreeke JA, Konijnenberg E, ten Kate M, den Braber A, Barkhof F, van Berckel BN, Teunissen CE, Scheltens P, Visser PJ, Verbraak FD, Bouwman FH.","Alzheimers Dement (Amst). 2019 Jun 18;11:463-471. doi: 10.1016/j.dadm.2019.05.002. eCollection 2019 Dec.","den Haan J","Alzheimers Dement (Amst)","2019","2019/06/29","PMC6584766","","10.1016/j.dadm.2019.05.002"
"31247112","Blast-Mediated Traumatic Brain Injury Exacerbates Retinal Damage and Amyloidosis in the APPswePSENd19e Mouse Model of Alzheimer's Disease","Harper MM, Hedberg-Buenz A, Herlein J, Abrahamson EE, Anderson MG, Kuehn MH, Kardon RH, Poolman P, Ikonomovic MD.","Invest Ophthalmol Vis Sci. 2019 Jun 3;60(7):2716-2725. doi: 10.1167/iovs.18-26353.","Harper MM","Invest Ophthalmol Vis Sci","2019","2019/06/28","PMC6735799","","10.1167/iovs.18-26353"
"31240898","Revealing brain pathologies with multimodal visible light optical coherence microscopy and fluorescence imaging","Lichtenegger A, Gesperger J, Kiesel B, Muck M, Eugui P, Harper DJ, Salas M, Augustin M, Merkle CW, Hitzenberger CK, Widhalm G, Woehrer A, Baumann B.","J Biomed Opt. 2019 Jun;24(6):1-11. doi: 10.1117/1.JBO.24.6.066010.","Lichtenegger A","J Biomed Opt","2019","2019/06/27","PMC6977170","","10.1117/1.JBO.24.6.066010"
"31226150","Retinal texture biomarkers may help to discriminate between Alzheimer's, Parkinson's, and healthy controls","Nunes A, Silva G, Duque C, Januário C, Santana I, Ambrósio AF, Castelo-Branco M, Bernardes R.","PLoS One. 2019 Jun 21;14(6):e0218826. doi: 10.1371/journal.pone.0218826. eCollection 2019.","Nunes A","PLoS One","2019","2019/06/22","PMC6588252","","10.1371/journal.pone.0218826"
"31213626","Visual impairment in aging and cognitive decline: experience in a Memory Clinic","Marquié M, Castilla-Martí M, Valero S, Martínez J, Sánchez D, Hernández I, Rosende-Roca M, Vargas L, Mauleón A, Rodríguez-Gómez O, Abdelnour C, Gil S, Santos-Santos MA, Alegret M, Espinosa A, Ortega G, Pérez-Cordón A, Sanabria Á, Roberto N, Moreno-Grau S, de Rojas I, Simó R, Ciudin A, Hernández C, Orellana A, Monté-Rubio G, Benaque A, Ruiz A, Tárraga L, Boada M.","Sci Rep. 2019 Jun 18;9(1):8698. doi: 10.1038/s41598-019-45055-9.","Marquié M","Sci Rep","2019","2019/06/20","PMC6581941","","10.1038/s41598-019-45055-9"
"31206006","Perifovea retinal thickness as an ophthalmic biomarker for mild cognitive impairment and early Alzheimer's disease","Tao R, Lu Z, Ding D, Fu S, Hong Z, Liang X, Zheng L, Xiao Y, Zhao Q.","Alzheimers Dement (Amst). 2019 Jun 6;11:405-414. doi: 10.1016/j.dadm.2019.04.003. eCollection 2019 Dec.","Tao R","Alzheimers Dement (Amst)","2019","2019/06/18","PMC6558027","","10.1016/j.dadm.2019.04.003"
"31174670","Retinal Microvascular and Neurodegenerative Changes in Alzheimer's Disease and Mild Cognitive Impairment Compared with Control Participants","Yoon SP, Grewal DS, Thompson AC, Polascik BW, Dunn C, Burke JR, Fekrat S.","Ophthalmol Retina. 2019 Jun;3(6):489-499. doi: 10.1016/j.oret.2019.02.002. Epub 2019 Mar 11.","Yoon SP","Ophthalmol Retina","2019","2019/06/09","PMC6586560","NIHMS1013553","10.1016/j.oret.2019.02.002"
"31118186","Optical coherence tomography angiography in preclinical Alzheimer's disease","van de Kreeke JA, Nguyen HT, Konijnenberg E, Tomassen J, den Braber A, Ten Kate M, Yaqub M, van Berckel B, Lammertsma AA, Boomsma DI, Tan SH, Verbraak F, Visser PJ.","Br J Ophthalmol. 2020 Feb;104(2):157-161. doi: 10.1136/bjophthalmol-2019-314127. Epub 2019 May 22.","van de Kreeke JA","Br J Ophthalmol","2020","2019/05/24","PMC7025728","","10.1136/bjophthalmol-2019-314127"
"31058465","Retinal layer thickness in preclinical Alzheimer's disease","van de Kreeke JA, Nguyen HT, den Haan J, Konijnenberg E, Tomassen J, den Braber A, Ten Kate M, Collij L, Yaqub M, van Berckel B, Lammertsma AA, Boomsma DI, Tan HS, Verbraak FD, Visser PJ.","Acta Ophthalmol. 2019 Dec;97(8):798-804. doi: 10.1111/aos.14121. Epub 2019 May 6.","van de Kreeke JA","Acta Ophthalmol","2019","2019/05/07","PMC6900176","","10.1111/aos.14121"
"31054866","Retinal layers in Parkinson's disease: A meta-analysis of spectral-domain optical coherence tomography studies","Chrysou A, Jansonius NM, van Laar T.","Parkinsonism Relat Disord. 2019 Jul;64:40-49. doi: 10.1016/j.parkreldis.2019.04.023. Epub 2019 Apr 30.","Chrysou A","Parkinsonism Relat Disord","2019","2019/05/06","","","10.1016/j.parkreldis.2019.04.023"
"31041859","Photoacoustic elastography imaging: a review","Singh MS, Thomas A.","J Biomed Opt. 2019 Apr;24(4):1-15. doi: 10.1117/1.JBO.24.4.040902.","Singh MS","J Biomed Opt","2019","2019/05/02","PMC6990059","","10.1117/1.JBO.24.4.040902"
"31031615","Retinal Nerve Fiber Layer Thinning Is Associated With Brain Atrophy: A Longitudinal Study in Nondemented Older Adults","Shi Z, Zheng H, Hu J, Jiang L, Cao X, Chen Y, Mei X, Li C, Shen Y.","Front Aging Neurosci. 2019 Apr 11;11:69. doi: 10.3389/fnagi.2019.00069. eCollection 2019.","Shi Z","Front Aging Neurosci","2019","2019/04/30","PMC6470389","","10.3389/fnagi.2019.00069"
"31019447","Persistent and Progressive Outer Retina Thinning in Frontotemporal Degeneration","Kim BJ, Grossman M, Song D, Saludades S, Pan W, Dominguez-Perez S, Dunaief JL, Aleman TS, Ying GS, Irwin DJ.","Front Neurosci. 2019 Apr 4;13:298. doi: 10.3389/fnins.2019.00298. eCollection 2019.","Kim BJ","Front Neurosci","2019","2019/04/26","PMC6459211","","10.3389/fnins.2019.00298"
"30973577","The Retina in Alzheimer's Disease: Histomorphometric Analysis of an Ophthalmologic Biomarker","Asanad S, Ross-Cisneros FN, Nassisi M, Barron E, Karanjia R, Sadun AA.","Invest Ophthalmol Vis Sci. 2019 Apr 1;60(5):1491-1500. doi: 10.1167/iovs.18-25966.","Asanad S","Invest Ophthalmol Vis Sci","2019","2019/04/12","PMC6892387","","10.1167/iovs.18-25966"
"30944962","[Optical coherence tomography angiography in neuronal diseases : Preliminary findings]","Mardin CY, Hosari S.","Ophthalmologe. 2019 Aug;116(8):714-721. doi: 10.1007/s00347-019-0883-5.","Mardin CY","Ophthalmologe","2019","2019/04/05","","","10.1007/s00347-019-0883-5"
"30939178","Parafoveal vessel loss and correlation between peripapillary vessel density and cognitive performance in amnestic mild cognitive impairment and early Alzheimer's Disease on optical coherence tomography angiography","Zhang YS, Zhou N, Knoll BM, Samra S, Ward MR, Weintraub S, Fawzi AA.","PLoS One. 2019 Apr 2;14(4):e0214685. doi: 10.1371/journal.pone.0214685. eCollection 2019.","Zhang YS","PLoS One","2019","2019/04/03","PMC6445433","","10.1371/journal.pone.0214685"
"30923356","A pilot study of fluorescence lifetime imaging ophthalmoscopy in preclinical Alzheimer's disease","Sadda SR, Borrelli E, Fan W, Ebraheem A, Marion KM, Harrington M, Kwon S.","Eye (Lond). 2019 Aug;33(8):1271-1279. doi: 10.1038/s41433-019-0406-2. Epub 2019 Mar 28.","Sadda SR","Eye (Lond)","2019","2019/03/30","PMC7005755","","10.1038/s41433-019-0406-2"
"30910035","The Eye in Alzheimer's Disease","Sadun AA, Asanad S.","Ophthalmology. 2019 Apr;126(4):511-512. doi: 10.1016/j.ophtha.2018.10.001.","Sadun AA","Ophthalmology","2019","2019/03/27","","","10.1016/j.ophtha.2018.10.001"
"30720005","Peripapillary Retinal Nerve Fiber Layer Thickness in Patients with Alzheimer's Disease: A Comparison of Eyes of Patients with Alzheimer's Disease, Primary Open-Angle Glaucoma, and Preperimetric Glaucoma and Healthy Controls","Zabel P, Kałużny JJ, Wiłkość-Dębczyńska M, Gębska-Tołoczko M, Suwała K, Kucharski R, Araszkiewicz A.","Med Sci Monit. 2019 Feb 5;25:1001-1008. doi: 10.12659/MSM.914889.","Zabel P","Med Sci Monit","2019","2019/02/06","PMC6373520","","10.12659/MSM.914889"
"30646353","Association of Retinal Nerve Fiber Layer Thickness With Brain Alterations in the Visual and Limbic Networks in Elderly Adults Without Dementia","Méndez-Gómez JL, Pelletier A, Rougier MB, Korobelnik JF, Schweitzer C, Delyfer MN, Catheline G, Monfermé S, Dartigues JF, Delcourt C, Helmer C.","JAMA Netw Open. 2018 Nov 2;1(7):e184406. doi: 10.1001/jamanetworkopen.2018.4406.","Méndez-Gómez JL","JAMA Netw Open","2018","2019/01/16","PMC6324371","","10.1001/jamanetworkopen.2018.4406"
"30635610","Functional and morphological changes of the retinal vessels in Alzheimer's disease and mild cognitive impairment","Querques G, Borrelli E, Sacconi R, De Vitis L, Leocani L, Santangelo R, Magnani G, Comi G, Bandello F.","Sci Rep. 2019 Jan 11;9(1):63. doi: 10.1038/s41598-018-37271-6.","Querques G","Sci Rep","2019","2019/01/13","PMC6329813","","10.1038/s41598-018-37271-6"
"30581972","Retinal ganglion cell-inner plexiform layer thickness is nonlinearly associated with cognitive impairment in the community-dwelling elderly","Liu YL, Hsieh YT, Chen TF, Chiou JM, Tsai MK, Chen JH, Chen YC.","Alzheimers Dement (Amst). 2018 Nov 12;11:19-27. doi: 10.1016/j.dadm.2018.10.006. eCollection 2019 Dec.","Liu YL","Alzheimers Dement (Amst)","2018","2018/12/25","PMC6297049","","10.1016/j.dadm.2018.10.006"
"30569234","[Foveal avascular zone and OCT angiography. An overview of current knowledge]","Mihailovic N, Eter N, Alnawaiseh M.","Ophthalmologe. 2019 Jul;116(7):610-616. doi: 10.1007/s00347-018-0838-2.","Mihailovic N","Ophthalmologe","2019","2018/12/21","","","10.1007/s00347-018-0838-2"
"30566412","Potential retinal biomarkers for dementia: what is new?","Cheung CY, Chan VTT, Mok VC, Chen C, Wong TY.","Curr Opin Neurol. 2019 Feb;32(1):82-91. doi: 10.1097/WCO.0000000000000645.","Cheung CY","Curr Opin Neurol","2019","2018/12/20","","","10.1097/WCO.0000000000000645"
"30548339","Optical coherence tomography in the investigation of systemic neurologic disease","Srinivasan S, Efron N.","Clin Exp Optom. 2019 May;102(3):309-319. doi: 10.1111/cxo.12858. Epub 2018 Dec 11.","Srinivasan S","Clin Exp Optom","2019","2018/12/15","","","10.1111/cxo.12858"
"30535121","Genome-wide association analyses identify 139 loci associated with macular thickness in the UK Biobank cohort","Gao XR, Huang H, Kim H.","Hum Mol Genet. 2019 Apr 1;28(7):1162-1172. doi: 10.1093/hmg/ddy422.","Gao XR","Hum Mol Genet","2019","2018/12/12","PMC6423416","","10.1093/hmg/ddy422"
"30507577","Evaluation of Ocular Perfusion in Alzheimer's Disease Using Optical Coherence Tomography Angiography","Lahme L, Esser EL, Mihailovic N, Schubert F, Lauermann J, Johnen A, Eter N, Duning T, Alnawaiseh M.","J Alzheimers Dis. 2018;66(4):1745-1752. doi: 10.3233/JAD-180738.","Lahme L","J Alzheimers Dis","2018","2018/12/04","","","10.3233/JAD-180738"
