PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29613912","A small perceptive study on central poststroke pain","Eisenberg E, Shifrin A.","Pain. 2018 Jul;159(7):1183-1184. doi: 10.1097/j.pain.0000000000001238.","Eisenberg E","Pain","2018","2018/04/04","","","10.1097/j.pain.0000000000001238"
"29570507","How central is central poststroke pain? The role of afferent input in poststroke neuropathic pain: a prospective, open-label pilot study","Haroutounian S, Ford AL, Frey K, Nikolajsen L, Finnerup NB, Neiner A, Kharasch ED, Karlsson P, Bottros MM.","Pain. 2018 Jul;159(7):1317-1324. doi: 10.1097/j.pain.0000000000001213.","Haroutounian S","Pain","2018","2018/03/24","","","10.1097/j.pain.0000000000001213"
"28394853","Targeting brain-derived neurotrophic factor in the medial thalamus for the treatment of central poststroke pain in a rodent model","Shih HC, Kuan YH, Shyu BC.","Pain. 2017 Jul;158(7):1302-1313. doi: 10.1097/j.pain.0000000000000915.","Shih HC","Pain","2017","2017/04/11","PMC5472007","","10.1097/j.pain.0000000000000915"
"27992392","Animal models for central poststroke pain: a critical comprehensive review","De Vloo P, Morlion B, van Loon J, Nuttin B.","Pain. 2017 Jan;158(1):17-29. doi: 10.1097/j.pain.0000000000000722.","De Vloo P","Pain","2017","2016/12/20","","","10.1097/j.pain.0000000000000722"
"26397931","Chronic sensory stroke with and without central pain is associated with bilaterally distributed sensory abnormalities as detected by quantitative sensory testing","Krause T, Asseyer S, Geisler F, Fiebach JB, Oeltjenbruns J, Kopf A, Villringer K, Villringer A, Jungehulsing GJ.","Pain. 2016 Jan;157(1):194-202. doi: 10.1097/j.pain.0000000000000354.","Krause T","Pain","2016","2015/09/24","","","10.1097/j.pain.0000000000000354"
"25599303","Results availability for analgesic device, complex regional pain syndrome, and post-stroke pain trials: comparing the RReADS, RReACT, and RReMiT databases","Dufka FL, Munch T, Dworkin RH, Rowbotham MC.","Pain. 2015 Jan;156(1):72-80. doi: 10.1016/j.pain.0000000000000009.","Dufka FL","Pain","2015","2015/01/20","PMC4280280","","10.1016/j.pain.0000000000000009"
"25284071","Early evoked pain or dysesthesia is a predictor of central poststroke pain","Klit H, Hansen AP, Marcussen NS, Finnerup NB, Jensen TS.","Pain. 2014 Dec;155(12):2699-706. doi: 10.1016/j.pain.2014.09.037. Epub 2014 Oct 2.","Klit H","Pain","2014","2014/10/07","","","10.1016/j.pain.2014.09.037"
"24472518","Sensory profiles of patients with neuropathic pain based on the neuropathic pain symptoms and signs","Freeman R, Baron R, Bouhassira D, Cabrera J, Emir B.","Pain. 2014 Feb;155(2):367-76. doi: 10.1016/j.pain.2013.10.023. Epub 2013 Oct 25.","Freeman R","Pain","2014","2014/01/30","","","10.1016/j.pain.2013.10.023"
"23748119","Interventional management of neuropathic pain: NeuPSIG recommendations","Dworkin RH, O'Connor AB, Kent J, Mackey SC, Raja SN, Stacey BR, Levy RM, Backonja M, Baron R, Harke H, Loeser JD, Treede RD, Turk DC, Wells CD; International Association for the Study of Pain Neuropathic Pain Special Interest Group.","Pain. 2013 Nov;154(11):2249-61. doi: 10.1016/j.pain.2013.06.004. Epub 2013 Jun 6.","Dworkin RH","Pain","2013","2013/06/11","PMC4484720","NIHMS701437","10.1016/j.pain.2013.06.004"
"23707310","Cortical excitability changes after high-frequency repetitive transcranial magnetic stimulation for central poststroke pain","Hosomi K, Kishima H, Oshino S, Hirata M, Tani N, Maruo T, Yorifuji S, Yoshimine T, Saitoh Y.","Pain. 2013 Aug;154(8):1352-7. doi: 10.1016/j.pain.2013.04.017. Epub 2013 Apr 11.","Hosomi K","Pain","2013","2013/05/28","","","10.1016/j.pain.2013.04.017"
"23294535","Post-stroke shoulder pain: nociceptive or neuropathic?","Jones AK, Brown CA.","Pain. 2013 Feb;154(2):189. doi: 10.1016/j.pain.2012.11.009. Epub 2012 Nov 23.","Jones AK","Pain","2013","2013/01/09","","","10.1016/j.pain.2012.11.009"
"23218522","Hemiplegic shoulder pain: evidence of a neuropathic origin","Zeilig G, Rivel M, Weingarden H, Gaidoukov E, Defrin R.","Pain. 2013 Feb;154(2):263-71. doi: 10.1016/j.pain.2012.10.026. Epub 2012 Nov 5.","Zeilig G","Pain","2013","2012/12/11","","","10.1016/j.pain.2012.10.026"
"21316855","Safety and efficacy of pregabalin in patients with central post-stroke pain","Kim JS, Bashford G, Murphy TK, Martin A, Dror V, Cheung R.","Pain. 2011 May;152(5):1018-23. doi: 10.1016/j.pain.2010.12.023. Epub 2011 Feb 12.","Kim JS","Pain","2011","2011/02/15","","","10.1016/j.pain.2010.12.023"
"21272999","Central poststroke pain: a population-based study","Klit H, Finnerup NB, Andersen G, Jensen TS.","Pain. 2011 Apr;152(4):818-24. doi: 10.1016/j.pain.2010.12.030. Epub 2011 Jan 26.","Klit H","Pain","2011","2011/01/29","","","10.1016/j.pain.2010.12.030"
"19833434","Analgesia in conjunction with normalisation of thermal sensation following deep brain stimulation for central post-stroke pain","Pickering AE, Thornton SR, Love-Jones SJ, Steeds C, Patel NK.","Pain. 2009 Dec 15;147(1-3):299-304. doi: 10.1016/j.pain.2009.09.011. Epub 2009 Oct 14.","Pickering AE","Pain","2009","2009/10/17","PMC2789248","","10.1016/j.pain.2009.09.011"
"19269744","Influence of heterotopic noxious conditioning stimulation on spontaneous pain and dynamic mechanical allodynia in central post-stroke pain patients","Tuveson B, Leffler AS, Hansson P.","Pain. 2009 May;143(1-2):84-91. doi: 10.1016/j.pain.2009.02.002. Epub 2009 Mar 9.","Tuveson B","Pain","2009","2009/03/10","","","10.1016/j.pain.2009.02.002"
"19004554","Diffusion tensor fiber tracking in patients with central post-stroke pain; correlation with efficacy of repetitive transcranial magnetic stimulation","Goto T, Saitoh Y, Hashimoto N, Hirata M, Kishima H, Oshino S, Tani N, Hosomi K, Kakigi R, Yoshimine T.","Pain. 2008 Dec;140(3):509-18. doi: 10.1016/j.pain.2008.10.009. Epub 2008 Nov 11.","Goto T","Pain","2008","2008/11/14","","","10.1016/j.pain.2008.10.009"
"17137714","Differential brain opioid receptor availability in central and peripheral neuropathic pain","Maarrawi J, Peyron R, Mertens P, Costes N, Magnin M, Sindou M, Laurent B, Garcia-Larrea L.","Pain. 2007 Jan;127(1-2):183-94. doi: 10.1016/j.pain.2006.10.013. Epub 2006 Nov 29.","Maarrawi J","Pain","2007","2006/12/02","","","10.1016/j.pain.2006.10.013"
"16480828","Motor cortex stimulation for long-term relief of chronic neuropathic pain: a 10 year experience","Rasche D, Ruppolt M, Stippich C, Unterberg A, Tronnier VM.","Pain. 2006 Mar;121(1-2):43-52. doi: 10.1016/j.pain.2005.12.006. Epub 2006 Feb 9.","Rasche D","Pain","2006","2006/02/17","","","10.1016/j.pain.2005.12.006"
"16359796","Deep brain stimulation for the alleviation of post-stroke neuropathic pain","Owen SL, Green AL, Stein JF, Aziz TZ.","Pain. 2006 Jan;120(1-2):202-6. doi: 10.1016/j.pain.2005.09.035. Epub 2005 Dec 15.","Owen SL","Pain","2006","2005/12/20","","","10.1016/j.pain.2005.09.035"
"15733628","Comparison of pain syndromes associated with nervous or somatic lesions and development of a new neuropathic pain diagnostic questionnaire (DN4)","Bouhassira D, Attal N, Alchaar H, Boureau F, Brochet B, Bruxelle J, Cunin G, Fermanian J, Ginies P, Grun-Overdyking A, Jafari-Schluep H, Lantéri-Minet M, Laurent B, Mick G, Serrie A, Valade D, Vicaut E.","Pain. 2005 Mar;114(1-2):29-36. doi: 10.1016/j.pain.2004.12.010. Epub 2005 Jan 26.","Bouhassira D","Pain","2005","2005/03/01","","","10.1016/j.pain.2004.12.010"
"15157697","Allodynia in patients with post-stroke central pain (CPSP) studied by statistical quantitative sensory testing within individuals","Greenspan JD, Ohara S, Sarlani E, Lenz FA.","Pain. 2004 Jun;109(3):357-66. doi: 10.1016/j.pain.2004.02.002.","Greenspan JD","Pain","2004","2004/05/26","","","10.1016/j.pain.2004.02.002"
"15030940","Central poststroke pain and reduced opioid receptor binding within pain processing circuitries: a [11C]diprenorphine PET study","Willoch F, Schindler F, Wester HJ, Empl M, Straube A, Schwaiger M, Conrad B, Tölle TR.","Pain. 2004 Apr;108(3):213-20. doi: 10.1016/j.pain.2003.08.014.","Willoch F","Pain","2004","2004/03/20","","","10.1016/j.pain.2003.08.014"
"12855313","Author's experience of lateral medullary infarction--thermal perception and muscle allodynia","Kamano S.","Pain. 2003 Jul;104(1-2):49-53. doi: 10.1016/s0304-3959(02)00462-1.","Kamano S","Pain","2003","2003/07/12","","","10.1016/s0304-3959(02)00462-1"
"12127035","Dissociation between cutaneous and deep sensibility in central post-stroke pain (CPSP)","Mailis A, Bennett GJ.","Pain. 2002 Aug;98(3):331-4. doi: 10.1016/s0304-3959(02)00156-2.","Mailis A","Pain","2002","2002/07/20","","","10.1016/s0304-3959(02)00156-2"
"11839429","In response to treatment of central post-stroke pain with oral ketamine by Pamela G. Vick and Tim J. Lamer","Webster WL, Edwards CL.","Pain. 2002 Feb;95(3):288-9; author reply 289. doi: 10.1016/s0304-3959(01)00448-1.","Webster WL","Pain","2002","2002/02/13","","","10.1016/s0304-3959(01)00448-1"
"11790481","Human ""autotomy""","Bowsher D.","Pain. 2002 Jan;95(1-2):187-9. doi: 10.1016/s0304-3959(01)00389-x.","Bowsher D","Pain","2002","2002/01/16","","","10.1016/s0304-3959(01)00389-x"
"11323153","Treatment of central post-stroke pain with oral ketamine","Vick PG, Lamer TJ.","Pain. 2001 May;92(1-2):311-3. doi: 10.1016/s0304-3959(00)00488-7.","Vick PG","Pain","2001","2001/04/27","","","10.1016/s0304-3959(00)00488-7"
"10666551","Motor cortex stimulation for chronic neuropathic pain: a preliminary study of 10 cases","Carroll D, Joint C, Maartens N, Shlugman D, Stein J, Aziz TZ.","Pain. 2000 Feb;84(2-3):431-7. doi: 10.1016/s0304-3959(99)00245-6.","Carroll D","Pain","2000","2000/02/10","","","10.1016/s0304-3959(99)00245-6"
"10342418","A comparison of the burst activity of lateral thalamic neurons in chronic pain and non-pain patients","Radhakrishnan V, Tsoukatos J, Davis KD, Tasker RR, Lozano AM, Dostrovsky JO.","Pain. 1999 Apr;80(3):567-75. doi: 10.1016/s0304-3959(98)00248-6.","Radhakrishnan V","Pain","1999","1999/05/26","","","10.1016/s0304-3959(98)00248-6"
"9272782","Pharmacological classification of central post-stroke pain: comparison with the results of chronic motor cortex stimulation therapy","Yamamoto T, Katayama Y, Hirayama T, Tsubokawa T.","Pain. 1997 Aug;72(1-2):5-12. doi: 10.1016/s0304-3959(97)00028-6.","Yamamoto T","Pain","1997","1997/08/01","","","10.1016/s0304-3959(97)00028-6"
"8657427","Electrical stimulation of precentral cortical area in the treatment of central pain: electrophysiological and PET study","Peyron R, Garcia-Larrea L, Deiber MP, Cinotti L, Convers P, Sindou M, Mauguière F, Laurent B.","Pain. 1995 Sep;62(3):275-86. doi: 10.1016/0304-3959(94)00211-v.","Peyron R","Pain","1995","1995/09/01","","","10.1016/0304-3959(94)00211-v"
"7659428","Incidence of central post-stroke pain","Andersen G, Vestergaard K, Ingeman-Nielsen M, Jensen TS.","Pain. 1995 May;61(2):187-93. doi: 10.1016/0304-3959(94)00144-4.","Andersen G","Pain","1995","1995/05/01","","","10.1016/0304-3959(94)00144-4"
"7659427","Sensory abnormalities in consecutive, unselected patients with central post-stroke pain","Vestergaard K, Nielsen J, Andersen G, Ingeman-Nielsen M, Arendt-Nielsen L, Jensen TS.","Pain. 1995 May;61(2):177-86. doi: 10.1016/0304-3959(94)00140-a.","Vestergaard K","Pain","1995","1995/05/01","","","10.1016/0304-3959(94)00140-a"
"7659425","Central post-stroke pain: a challenge for the scientist and the clinician","Jensen TS, Lenz FA.","Pain. 1995 May;61(2):161-4. doi: 10.1016/0304-3959(94)00227-6.","Jensen TS","Pain","1995","1995/05/01","","","10.1016/0304-3959(94)00227-6"
"2919091","Central post-stroke pain--neurological symptoms and pain characteristics","Leijon G, Boivie J, Johansson I.","Pain. 1989 Jan;36(1):13-25. doi: 10.1016/0304-3959(89)90107-3.","Leijon G","Pain","1989","1989/01/01","","","10.1016/0304-3959(89)90107-3"
"2789361","Central post-stroke pain--the effect of high and low frequency TENS","Leijon G, Boivie J.","Pain. 1989 Aug;38(2):187-91. doi: 10.1016/0304-3959(89)90237-6.","Leijon G","Pain","1989","1989/08/01","","","10.1016/0304-3959(89)90237-6"
"2748190","Central post-stroke pain--a study of the mechanisms through analyses of the sensory abnormalities","Boivie J, Leijon G, Johansson I.","Pain. 1989 May;37(2):173-85. doi: 10.1016/0304-3959(89)90128-0.","Boivie J","Pain","1989","1989/05/01","","","10.1016/0304-3959(89)90128-0"
"2465530","Central post-stroke pain--a controlled trial of amitriptyline and carbamazepine","Leijon G, Boivie J.","Pain. 1989 Jan;36(1):27-36. doi: 10.1016/0304-3959(89)90108-5.","Leijon G","Pain","1989","1989/01/01","","","10.1016/0304-3959(89)90108-5"
"2339015","Central post-stroke pain--somatosensory evoked potentials in relation to location of the lesion and sensory signs","Holmgren H, Leijon G, Boivie J, Johansson I, Ilievska L.","Pain. 1990 Jan;40(1):43-52. doi: 10.1016/0304-3959(90)91049-o.","Holmgren H","Pain","1990","1990/01/01","","","10.1016/0304-3959(90)91049-o"
"1784503","Central pain and thalamic hyperactivity: a single photon emission computerized tomographic study","Cesaro P, Mann MW, Moretti JL, Defer G, Roualdés B, Nguyen JP, Degos JD.","Pain. 1991 Dec;47(3):329-36. doi: 10.1016/0304-3959(91)90224-l.","Cesaro P","Pain","1991","1991/12/01","","","10.1016/0304-3959(91)90224-l"
"1589232","A double-blind trial of naloxone in central post-stroke pain","Bainton T, Fox M, Bowsher D, Wells C.","Pain. 1992 Feb;48(2):159-62. doi: 10.1016/0304-3959(92)90052-d.","Bainton T","Pain","1992","1992/02/01","","","10.1016/0304-3959(92)90052-d"
"32542398","Case Series: Deep Brain Stimulation for Facial Pain","Kashanian A, DiCesare JAT, Rohatgi P, Albano L, Krahl SE, Bari A, De Salles A, Pouratian N.","Oper Neurosurg (Hagerstown). 2020 Oct 15;19(5):510-517. doi: 10.1093/ons/opaa170.","Kashanian A","Oper Neurosurg (Hagerstown)","2020","2020/06/17","","","10.1093/ons/opaa170"
"16724602","Central post-stroke pain","","Nurs Times. 2006 May 16-22;102(20):23.","","Nurs Times","2006","2006/05/27","","",""
"21792141","Motor cortex stimulation improves local cerebral glucose metabolism in the ipsilateral thalamus in patients with poststroke pain: case report","Ito M, Kuroda S, Shiga T, Tamaki N, Iwasaki Y.","Neurosurgery. 2011 Aug;69(2):E462-9. doi: 10.1227/NEU.0b013e318218cfa0.","Ito M","Neurosurgery","2011","2011/07/28","","","10.1227/NEU.0b013e318218cfa0"
"21206307","Treatment of poststroke pain by epidural motor cortex stimulation with a new octopolar lead","Lefaucheur JP, Keravel Y, Nguyen JP.","Neurosurgery. 2011 Mar;68(1 Suppl Operative):180-7; discussion 187. doi: 10.1227/NEU.0b013e318207f896.","Lefaucheur JP","Neurosurgery","2011","2011/01/06","","","10.1227/NEU.0b013e318207f896"
"20679928","Spinal cord stimulation for central poststroke pain","Aly MM, Saitoh Y, Hosomi K, Oshino S, Kishima H, Yoshimine T.","Neurosurgery. 2010 Sep;67(3 Suppl Operative):ons206-12; discussion ons212. doi: 10.1227/01.NEU.0000382965.95819.73.","Aly MM","Neurosurgery","2010","2010/08/04","","","10.1227/01.NEU.0000382965.95819.73"
"8437655","The role of cortex in central pain syndromes: preliminary results of a long-term technetium-99 hexamethylpropyleneamineoxime single photon emission computed tomography study","Canavero S, Pagni CA, Castellano G, Bonicalzi V, Belló M, Duca S, Podio V.","Neurosurgery. 1993 Feb;32(2):185-9; discussion 190-1. doi: 10.1227/00006123-199302000-00006.","Canavero S","Neurosurgery","1993","1993/02/01","","","10.1227/00006123-199302000-00006"
"17341052","Deep brain stimulation for the treatment of various chronic pain syndromes","Rasche D, Rinaldi PC, Young RF, Tronnier VM.","Neurosurg Focus. 2006 Dec 15;21(6):E8. doi: 10.3171/foc.2006.21.6.10.","Rasche D","Neurosurg Focus","2006","2007/03/08","","","10.3171/foc.2006.21.6.10"
"17341051","Motor cortex stimulation for intractable pain","Osenbach RK.","Neurosurg Focus. 2006 Dec 15;21(6):E7. doi: 10.3171/foc.2006.21.6.12.","Osenbach RK","Neurosurg Focus","2006","2007/03/08","","","10.3171/foc.2006.21.6.12"
"16519421","Motor cortex stimulation for deafferentation pain","Saitoh Y, Hirano S, Kato A, Kishima H, Hirata M, Yamamoto K, Yoshimine T.","Neurosurg Focus. 2001 Sep 15;11(3):E1. doi: 10.3171/foc.2001.11.3.2.","Saitoh Y","Neurosurg Focus","2001","2006/03/08","","","10.3171/foc.2001.11.3.2"
"25240657","Motor cortex stimulation for chronic pain","Ostergard T, Munyon C, Miller JP.","Neurosurg Clin N Am. 2014 Oct;25(4):693-8. doi: 10.1016/j.nec.2014.06.004. Epub 2014 Aug 3.","Ostergard T","Neurosurg Clin N Am","2014","2014/09/22","","","10.1016/j.nec.2014.06.004"
"19324079","Development and characterization of a hemorrhagic rat model of central post-stroke pain","Wasserman JK, Koeberle PD.","Neuroscience. 2009 Jun 16;161(1):173-83. doi: 10.1016/j.neuroscience.2009.03.042. Epub 2009 Mar 24.","Wasserman JK","Neuroscience","2009","2009/03/28","","","10.1016/j.neuroscience.2009.03.042"
"26748075","Maladaptive change of body representation in the brain after damage to central or peripheral nervous system","Oouchida Y, Sudo T, Inamura T, Tanaka N, Ohki Y, Izumi S.","Neurosci Res. 2016 Mar;104:38-43. doi: 10.1016/j.neures.2015.12.015. Epub 2015 Dec 31.","Oouchida Y","Neurosci Res","2016","2016/01/10","","","10.1016/j.neures.2015.12.015"
"24055601","Development and pharmacological verification of a new mouse model of central post-stroke pain","Hanada T, Kurihara T, Tokudome M, Tokimura H, Arita K, Miyata A.","Neurosci Res. 2014 Jan;78:72-80. doi: 10.1016/j.neures.2013.09.005. Epub 2013 Sep 19.","Hanada T","Neurosci Res","2014","2013/09/24","","","10.1016/j.neures.2013.09.005"
"30267847","A new central post-stroke pain rat model: autologous blood injected thalamic hemorrhage involved increased expression of P2X4 receptor","Lu HF, Xu CY, Zhang L, Gan L, Chen C, Yan MY, Guo XN, Fang Q, Xu GY, Zhang YB, Ni JQ, Zhao HR.","Neurosci Lett. 2018 Nov 20;687:124-130. doi: 10.1016/j.neulet.2018.09.023. Epub 2018 Sep 26.","Lu HF","Neurosci Lett","2018","2018/09/30","","","10.1016/j.neulet.2018.09.023"
"26781878","Gabapentinoid Insensitivity after Repeated Administration is Associated with Down-Regulation of the α(2)δ-1 Subunit in Rats with Central Post-Stroke Pain Hypersensitivity","Yang Y, Yang F, Yang F, Li CL, Wang Y, Li Z, Lu YF, Yu YQ, Fu H, He T, Sun W, Wang RR, Chen J.","Neurosci Bull. 2016 Feb;32(1):41-50. doi: 10.1007/s12264-015-0008-3. Epub 2016 Jan 19.","Yang Y","Neurosci Bull","2016","2016/01/20","PMC5563753","","10.1007/s12264-015-0008-3"
"25370442","Post-stroke pain hypersensitivity induced by experimental thalamic hemorrhage in rats is region-specific and demonstrates limited efficacy of gabapentin","Yang F, Fu H, Lu YF, Wang XL, Yang Y, Yang F, Yu YQ, Sun W, Wang JS, Costigan M, Chen J.","Neurosci Bull. 2014 Dec;30(6):887-902. doi: 10.1007/s12264-014-1477-5. Epub 2014 Nov 5.","Yang F","Neurosci Bull","2014","2014/11/06","PMC4357321","NIHMS666823","10.1007/s12264-014-1477-5"
"29407524","Metabolic/inflammatory/vascular comorbidity in psychiatric disorders; soluble epoxide hydrolase (sEH) as a possible new target","Swardfager W, Hennebelle M, Yu D, Hammock BD, Levitt AJ, Hashimoto K, Taha AY.","Neurosci Biobehav Rev. 2018 Apr;87:56-66. doi: 10.1016/j.neubiorev.2018.01.010. Epub 2018 Feb 2.","Swardfager W","Neurosci Biobehav Rev","2018","2018/02/07","PMC5860823","NIHMS944352","10.1016/j.neubiorev.2018.01.010"
"27171031","Unique action mechanisms of tramadol in global cerebral ischemia-induced mechanical allodynia","Matsuura W, Kageyama E, Harada S, Tokuyama S.","Neuroreport. 2016 Jun 15;27(9):699-704. doi: 10.1097/WNR.0000000000000600.","Matsuura W","Neuroreport","2016","2016/05/13","","","10.1097/WNR.0000000000000600"
"9559934","Abeta-fiber mediated activation of cingulate cortex as correlate of central post-stroke pain","Lorenz J, Kohlhoff H, Hansen HC, Kunze K, Bromm B.","Neuroreport. 1998 Mar 9;9(4):659-63. doi: 10.1097/00001756-199803090-00018.","Lorenz J","Neuroreport","1998","1998/04/29","","","10.1097/00001756-199803090-00018"
"32986620","Central pain syndromes","Hassaballa D, Harvey RL.","NeuroRehabilitation. 2020;47(3):285-297. doi: 10.3233/NRE-208003.","Hassaballa D","NeuroRehabilitation","2020","2020/09/28","","","10.3233/NRE-208003"
"23232159","Central sensitization as a component of post-deployment syndrome","Lewis JD, Wassermann EM, Chao W, Ramage AE, Robin DA, Clauw DJ.","NeuroRehabilitation. 2012;31(4):367-72. doi: 10.3233/NRE-2012-00805.","Lewis JD","NeuroRehabilitation","2012","2012/12/13","PMC4880352","NIHMS787444","10.3233/NRE-2012-00805"
"22430581","Towards a mechanism-based view on post-stroke shoulder pain: theoretical considerations and clinical implications","Roosink M, Renzenbrink GJ, Geurts AC, Ijzerman MJ.","NeuroRehabilitation. 2012;30(2):153-65. doi: 10.3233/NRE-2012-0739.","Roosink M","NeuroRehabilitation","2012","2012/03/21","","","10.3233/NRE-2012-0739"
"21725166","Altered cortical somatosensory processing in chronic stroke: A relationship with post-stroke shoulder pain","Roosink M, Buitenweg JR, Renzenbrink GJ, Geurts AC, Ijzerman MJ.","NeuroRehabilitation. 2011;28(4):331-44. doi: 10.3233/NRE-2011-0661.","Roosink M","NeuroRehabilitation","2011","2011/07/05","","","10.3233/NRE-2011-0661"
"21980153","Neural correlates of the antinociceptive effects of repetitive transcranial magnetic stimulation on central pain after stroke","Ohn SH, Chang WH, Park CH, Kim ST, Lee JI, Pascual-Leone A, Kim YH.","Neurorehabil Neural Repair. 2012 May;26(4):344-52. doi: 10.1177/1545968311423110. Epub 2011 Oct 6.","Ohn SH","Neurorehabil Neural Repair","2012","2011/10/08","PMC3541021","NIHMS431858","10.1177/1545968311423110"
"32434693","Is the analgesic effect of motor cortex stimulation somatotopically driven or not?","Pommier B, Quesada C, Nuti C, Peyron R, Vassal F.","Neurophysiol Clin. 2020 Jul;50(3):195-203. doi: 10.1016/j.neucli.2020.04.002. Epub 2020 May 17.","Pommier B","Neurophysiol Clin","2020","2020/05/22","","","10.1016/j.neucli.2020.04.002"
"18083500","Neurophysiological aspects of chronic motor cortex stimulation","Cioni B, Meglio M, Perotti V, De Bonis P, Montano N.","Neurophysiol Clin. 2007 Dec;37(6):441-7. doi: 10.1016/j.neucli.2007.10.007. Epub 2007 Nov 1.","Cioni B","Neurophysiol Clin","2007","2007/12/18","","","10.1016/j.neucli.2007.10.007"
"32620052","Electrical Thalamic Stimulation in the Anterior Part of the Ventral Posterolateral Nucleus for the Treatment of Patients With Central Poststroke Pain","Hirato M, Miyagishima T, Gouda T, Takahashi A, Yoshimoto Y.","Neuromodulation. 2020 Jul 3. doi: 10.1111/ner.13215. Online ahead of print.","Hirato M","Neuromodulation","2020","2020/07/04","","","10.1111/ner.13215"
"32212288","Transcranial Magnetic Stimulation for Pain, Headache, and Comorbid Depression: INS-NANS Expert Consensus Panel Review and Recommendation","Leung A, Shirvalkar P, Chen R, Kuluva J, Vaninetti M, Bermudes R, Poree L, Wassermann EM, Kopell B, Levy R; and the Expert Consensus Panel.","Neuromodulation. 2020 Apr;23(3):267-290. doi: 10.1111/ner.13094. Epub 2020 Mar 25.","Leung A","Neuromodulation","2020","2020/03/27","","","10.1111/ner.13094"
"32167229","Craniofacial Peripheral Nerve Stimulation: Analysis of a Single Institution Series","Harland TA, Zbrzeski C, DiMarzio M, Khazen O, Staudt MD, Pilitsis JG.","Neuromodulation. 2020 Aug;23(6):805-811. doi: 10.1111/ner.13145. Epub 2020 Mar 13.","Harland TA","Neuromodulation","2020","2020/03/14","","","10.1111/ner.13145"
"29350884","Management of Medically Refractory Central Poststroke Pain Using High-Frequency Spinal Cord Stimulation at 10 kHz","Noori S, Mehta N.","Neuromodulation. 2018 Dec;21(8):823-825. doi: 10.1111/ner.12718. Epub 2018 Jan 19.","Noori S","Neuromodulation","2018","2018/01/20","","","10.1111/ner.12718"
"28102925","The Effect of Motor Cortex Stimulation on Central Poststroke Pain in a Series of 16 Patients With a Mean Follow-Up of 28 Months","Zhang X, Hu Y, Tao W, Zhu H, Xiao D, Li Y.","Neuromodulation. 2017 Jul;20(5):492-496. doi: 10.1111/ner.12547. Epub 2017 Jan 19.","Zhang X","Neuromodulation","2017","2017/01/20","","","10.1111/ner.12547"
"26990444","Importance of Pharmacological Evaluation in the Treatment of Poststroke Pain by Spinal Cord Stimulation","Yamamoto T, Watanabe M, Obuchi T, Kano T, Kobayashi K, Oshima H, Fukaya C, Yoshino A.","Neuromodulation. 2016 Oct;19(7):744-751. doi: 10.1111/ner.12408. Epub 2016 Mar 15.","Yamamoto T","Neuromodulation","2016","2016/03/19","","","10.1111/ner.12408"
"25906811","Repetitive transcranial magnetic stimulation once a week induces sustainable long-term relief of central poststroke pain","Kobayashi M, Fujimaki T, Mihara B, Ohira T.","Neuromodulation. 2015 Jun;18(4):249-54. doi: 10.1111/ner.12301. Epub 2015 Apr 23.","Kobayashi M","Neuromodulation","2015","2015/04/25","","","10.1111/ner.12301"
"24934719","Somatosensory change and pain relief induced by repetitive transcranial magnetic stimulation in patients with central poststroke pain","Hasan M, Whiteley J, Bresnahan R, MacIver K, Sacco P, Das K, Nurmikko T.","Neuromodulation. 2014 Dec;17(8):731-6; discussion 736. doi: 10.1111/ner.12198. Epub 2014 Jun 17.","Hasan M","Neuromodulation","2014","2014/06/18","","","10.1111/ner.12198"
"23311356","Comparison between pharmacologic evaluation and repetitive transcranial magnetic stimulation-induced analgesia in poststroke pain patients","Matsumura Y, Hirayama T, Yamamoto T.","Neuromodulation. 2013 Jul-Aug;16(4):349-54; discussion 354. doi: 10.1111/ner.12019. Epub 2013 Jan 11.","Matsumura Y","Neuromodulation","2013","2013/01/15","","","10.1111/ner.12019"
"31694924","Headache after ischemic stroke: A systematic review and meta-analysis","Harriott AM, Karakaya F, Ayata C.","Neurology. 2020 Jan 7;94(1):e75-e86. doi: 10.1212/WNL.0000000000008591. Epub 2019 Nov 6.","Harriott AM","Neurology","2020","2019/11/08","PMC7011689","","10.1212/WNL.0000000000008591"
"31570637","Dejerine-Roussy syndrome: Historical cases","Guédon A, Thiebaut JB, Benichi S, Mikol J, Moxham B, Plaisant O.","Neurology. 2019 Oct 1;93(14):624-629. doi: 10.1212/WNL.0000000000008209.","Guédon A","Neurology","2019","2019/10/02","","","10.1212/WNL.0000000000008209"
"25128182","Central poststroke pain in young ischemic stroke survivors in the Helsinki Young Stroke Registry","Harno H, Haapaniemi E, Putaala J, Haanpää M, Mäkelä JP, Kalso E, Tatlisumak T.","Neurology. 2014 Sep 23;83(13):1147-54. doi: 10.1212/WNL.0000000000000818. Epub 2014 Aug 15.","Harno H","Neurology","2014","2014/08/17","","","10.1212/WNL.0000000000000818"
"18003941","Neuropathic pain: redefinition and a grading system for clinical and research purposes","Treede RD, Jensen TS, Campbell JN, Cruccu G, Dostrovsky JO, Griffin JW, Hansson P, Hughes R, Nurmikko T, Serra J.","Neurology. 2008 Apr 29;70(18):1630-5. doi: 10.1212/01.wnl.0000282763.29778.59. Epub 2007 Nov 14.","Treede RD","Neurology","2008","2007/11/16","","","10.1212/01.wnl.0000282763.29778.59"
